make,model,price_value,price_currency,year,engine,mileage_km,city,url
Dodge,Charger,19500.0,AZN,2012,3.6 L,270000,Bakı,https://turbo.az/autos/10626574-dodge-charger
Chevrolet,Malibu,17700.0,AZN,2017,1.5 L,245000,Bakı,https://turbo.az/autos/10635940-chevrolet-malibu
Toyota,RAV4,92500.0,AZN,2026,2.5 L,0,Lənkəran,https://turbo.az/autos/10410986-toyota-rav4
Mercedes,E 240,14300.0,AZN,2002,2.6 L,395000,Bakı,https://turbo.az/autos/10571312-mercedes-e-240
Kia,Sorento,27200.0,AZN,2012,2.0 L,233046,Bakı,https://turbo.az/autos/10603617-kia-sorento
Daewoo,Gentra,10000.0,AZN,2014,1.5 L,270000,Bakı,https://turbo.az/autos/10573960-daewoo-gentra
BMW,X5,35500.0,AZN,2012,3.0 L,228000,Bakı,https://turbo.az/autos/10591900-bmw-x5
Hyundai,Elantra,32900.0,AZN,2026,1.5 L,0,Lənkəran,https://turbo.az/autos/10607943-hyundai-elantra
Changan,Eado,28700.0,AZN,2025,1.5 L,0,Lənkəran,https://turbo.az/autos/10055458-changan-eado
BYD,Seal 05,24300.0,AZN,2025,1.5 L,65000,Bakı,https://turbo.az/autos/10623591-byd-seal-05
Land,Rover Range Rover,289000.0,AZN,2024,3.0 L,24000,Bakı,https://turbo.az/autos/10624290-land-rover-range-rover
Kia,Sorento,27900.0,AZN,2017,2.0 L,160000,Bakı,https://turbo.az/autos/10619139-kia-sorento
Hyundai,Accent,20900.0,AZN,2022,1.6 L,67000,Bakı,https://turbo.az/autos/9746764-hyundai-accent
Toyota,Land Cruiser Prado,26300.0,AZN,2006,4.0 L,319000,Bakı,https://turbo.az/autos/10622016-toyota-land-cruiser-prado
Mercedes,C 43 AMG 4MATIC,104550.0,AZN,2023,2.0 L,25000,Bakı,https://turbo.az/autos/10586904-mercedes-c-43-amg-4matic
Mitsubishi,L200,76400.0,AZN,2026,2.4 L,0,Sifarişlə,https://turbo.az/autos/9123564-mitsubishi-l200
GWM,(Great Wall Motor) Poer,50900.0,AZN,2026,2.0 L,0,Bakı,https://turbo.az/autos/9995424-gwm-great-wall-motor-poer
Cengo,NL-JA2+2,16700.0,AZN,2026,,0,Bakı,https://turbo.az/autos/10477215-cengo-nl-ja2-2
Changan,Uni-Z,36300.0,AZN,2025,1.5 L,0,Bakı,https://turbo.az/autos/10494397-changan-uni-z
Chevrolet,Cruze,15500.0,AZN,2014,1.4 L,111000,Bakı,https://turbo.az/autos/10417391-chevrolet-cruze
Bestune,T99,31600.0,AZN,2022,2.0 L,32000,Bakı,https://turbo.az/autos/10548690-bestune-t99
BMW,740,59500.0,AZN,2016,3.0 L,100000,Bakı,https://turbo.az/autos/10567843-bmw-740
Land,Rover RR Sport,177650.0,AZN,2022,3.0 L,56000,Bakı,https://turbo.az/autos/10601729-land-rover-rr-sport
Hyundai,Sonata,34900.0,AZN,2020,2.0 L,48000,Bakı,https://turbo.az/autos/10604577-hyundai-sonata
Hyundai,Sonata,29800.0,AZN,2020,1.6 L,75000,Bakı,https://turbo.az/autos/10613358-hyundai-sonata
Lexus,LS 600h L,12500.0,AZN,2007,4.6 L,230000,Bakı,https://turbo.az/autos/10623792-lexus-ls-600h-l
Toyota,Prius,10500.0,AZN,2006,1.5 L,482803,Sumqayıt,https://turbo.az/autos/10633458-toyota-prius
Audi,A6,127827.0,AZN,2025,2.0 L,0,Bakı,https://turbo.az/autos/10003032-audi-a6
Toyota,RAV4,62500.0,AZN,2026,2.0 L,0,Lənkəran,https://turbo.az/autos/10514692-toyota-rav4
Hyundai,Elantra,32900.0,AZN,2026,1.5 L,0,Lənkəran,https://turbo.az/autos/10617412-hyundai-elantra
Toyota,Corolla Cross,41700.0,AZN,2026,2.0 L,0,Lənkəran,https://turbo.az/autos/10481693-toyota-corolla-cross
Ford,Transit,37000.0,AZN,2015,2.2 L,237000,Bakı,https://turbo.az/autos/10468873-ford-transit
Denza,N9,129200.0,AZN,2025,2.0 L,0,Bakı,https://turbo.az/autos/9697406-denza-n9
Audi,Q5,136887.0,AZN,2026,2.0 L,0,Bakı,https://turbo.az/autos/10301076-audi-q5
Mercedes,C 180,6200.0,AZN,1995,1.8 L,325000,Gəncə,https://turbo.az/autos/10635939-mercedes-c-180
Mercedes,Sprinter 315,32500.0,AZN,2011,2.2 L,205645,Bakı,https://turbo.az/autos/10515076-mercedes-sprinter-315
Chevrolet,Cruze,10500.0,AZN,2013,1.4 L,253000,Bakı,https://turbo.az/autos/10542415-chevrolet-cruze
Chevrolet,Cobalt,13900.0,AZN,2022,1.5 L,162000,Xırdalan,https://turbo.az/autos/10546552-chevrolet-cobalt
Toyota,Avensis,13500.0,AZN,2005,2.0 L,400000,Gəncə,https://turbo.az/autos/10635936-toyota-avensis
BMW,X5,30500.0,AZN,2011,3.0 L,232000,Bakı,https://turbo.az/autos/10619400-bmw-x5
Mercedes,E 280,8000.0,AZN,1997,2.8 L,270000,Bakı,https://turbo.az/autos/10635937-mercedes-e-280
Chevrolet,Cruze,18000.0,AZN,2017,1.4 L,92194,Bakı,https://turbo.az/autos/10623378-chevrolet-cruze
LADA,(VAZ) 2107,8400.0,AZN,2007,1.6 L,90000,Sumqayıt,https://turbo.az/autos/10635938-lada-vaz-2107
Opel,Astra,11700.0,AZN,2006,1.3 L,400000,İmişli,https://turbo.az/autos/10635916-opel-astra
Toyota,Frontlander,44500.0,AZN,2026,2.0 L,0,Bakı,https://turbo.az/autos/10479529-toyota-frontlander
Kia,Sorento,44900.0,AZN,2019,2.0 L,174000,Bakı,https://turbo.az/autos/10592792-kia-sorento
Hyundai,Sonata,14500.0,AZN,2008,2.0 L,399000,Sumqayıt,https://turbo.az/autos/10522140-hyundai-sonata
Hyundai,Elantra,23900.0,AZN,2017,1.6 L,109000,Bakı,https://turbo.az/autos/10512111-hyundai-elantra
Kia,Sportage,14500.0,AZN,2007,2.0 L,392000,Sumqayıt,https://turbo.az/autos/10493069-kia-sportage
Toyota,Prius,10700.0,AZN,2008,1.5 L,250825,Bakı,https://turbo.az/autos/10625673-toyota-prius
BMW,i4,75900.0,AZN,2024,,4800,Bakı,https://turbo.az/autos/10627938-bmw-i4
Lynk,& Co 09,84900.0,AZN,2026,2.0 L,0,Bakı,https://turbo.az/autos/9904499-lynk-co-09
Hyundai,Santa Fe,59800.0,AZN,2024,1.6 L,700,Bakı,https://turbo.az/autos/9967684-hyundai-santa-fe
Toyota,Frontlander,44500.0,AZN,2026,2.0 L,0,Bakı,https://turbo.az/autos/10479529-toyota-frontlander
Toyota,RAV4,66500.0,AZN,2025,2.5 L,16500,Gəncə,https://turbo.az/autos/10618181-toyota-rav4
Mercedes,E 220,11000.0,AZN,1999,2.2 L,800000,Bakı,https://turbo.az/autos/9838168-mercedes-e-220
Chevrolet,Cruze,15500.0,AZN,2014,1.4 L,111000,Bakı,https://turbo.az/autos/10417391-chevrolet-cruze
BMW,330,39500.0,AZN,2019,2.0 L,120000,Bakı,https://turbo.az/autos/10447589-bmw-330
Chevrolet,Equinox,32800.0,AZN,2022,1.5 L,48000,Bakı,https://turbo.az/autos/10453912-chevrolet-equinox
Ford,Transit,19000.0,AZN,2007,2.4 L,999870,Bakı,https://turbo.az/autos/10591735-ford-transit
Lexus,LX 570,33500.0,AZN,2008,5.7 L,278000,Bakı,https://turbo.az/autos/10592284-lexus-lx-570
SEAT,Ibiza,6500.0,AZN,2011,1.6 L,285000,Bakı,https://turbo.az/autos/10595954-seat-ibiza
Chevrolet,Cruze,15000.0,AZN,2017,1.4 L,187000,Bakı,https://turbo.az/autos/10614326-chevrolet-cruze
Toyota,Camry,39500.0,AZN,2019,2.5 L,110500,Bakı,https://turbo.az/autos/10633320-toyota-camry
Mercedes,E 320,14500.0,AZN,2001,3.2 L,294800,Sumqayıt,https://turbo.az/autos/10489865-mercedes-e-320
Changan,Oshan X5 Plus,25200.0,AZN,2026,1.5 L,0,Bakı,https://turbo.az/autos/10626480-changan-oshan-x5-plus
Mercedes,S 320,9800.0,AZN,2001,3.2 L,310000,Sumqayıt,https://turbo.az/autos/10513035-mercedes-s-320
ZEEKR,007,64000.0,AZN,2024,,0,Bakı,https://turbo.az/autos/8799669-zeekr-007
Hyundai,Grandeur,59900.0,AZN,2023,1.6 L,18000,Bakı,https://turbo.az/autos/10572445-hyundai-grandeur
BMW,528,32500.0,AZN,2016,2.0 L,154500,Bakı,https://turbo.az/autos/10558442-bmw-528
BMW,i7,156230.0,AZN,2022,,19000,Bakı,https://turbo.az/autos/10371809-bmw-i7
Changan,CS 35,14900.0,AZN,2015,1.6 L,144000,Bakı,https://turbo.az/autos/10476554-changan-cs-35
Baic,BJ40,73500.0,AZN,2026,1.5 L,0,Bakı,https://turbo.az/autos/10635915-baic-bj40
Toyota,Land Cruiser,89930.0,AZN,2018,4.0 L,137000,Bakı,https://turbo.az/autos/10411560-toyota-land-cruiser
Honda,CR-V,17900.0,AZN,2008,2.4 L,207000,Bakı,https://turbo.az/autos/10512137-honda-cr-v
Chevrolet,Equinox,23500.0,AZN,2018,1.5 L,250695,Gəncə,https://turbo.az/autos/10505659-chevrolet-equinox
BMW,528,30800.0,AZN,2015,2.0 L,114000,Bakı,https://turbo.az/autos/10633295-bmw-528
Toyota,Camry,60800.0,AZN,2026,2.0 L,0,Bakı,https://turbo.az/autos/10479785-toyota-camry
Kia,Sorento,37500.0,AZN,2017,2.0 L,150000,Bakı,https://turbo.az/autos/10243016-kia-sorento
Hyundai,Sonata,18800.0,AZN,2013,2.0 L,100000,Bakı,https://turbo.az/autos/10635935-hyundai-sonata
Hyundai,Elantra,22800.0,AZN,2017,2.0 L,55000,Bakı,https://turbo.az/autos/10580387-hyundai-elantra
Mercedes,230 E,2900.0,AZN,1990,2.3 L,458000,Bakı,https://turbo.az/autos/10623964-mercedes-230-e
Chevrolet,Cruze,10800.0,AZN,2013,1.4 L,195000,Bakı,https://turbo.az/autos/10598582-chevrolet-cruze
KYC,V7 EV,55900.0,AZN,2025,,0,Bakı,https://turbo.az/autos/10145728-kyc-v7-ev
Changan,Uni-Z,35000.0,AZN,2025,1.5 L,0,Bakı,https://turbo.az/autos/10580135-changan-uni-z
Hyundai,Santa Fe,27700.0,AZN,2014,2.0 L,308000,Bakı,https://turbo.az/autos/10595549-hyundai-santa-fe
KYC,V5,32900.0,AZN,2026,1.5 L,0,Bakı,https://turbo.az/autos/10203420-kyc-v5
DongFeng,Aeolus Shine GS,30900.0,AZN,2025,1.5 L,0,Bakı,https://turbo.az/autos/8561722-dongfeng-aeolus-shine-gs
Toyota,Camry,76330.0,AZN,2026,2.5 L,0,Bakı,https://turbo.az/autos/8923220-toyota-camry
BMW,520,125000.0,AZN,2025,2.0 L,0,Bakı,https://turbo.az/autos/9733818-bmw-520
Changan,Qiyuan Q07,45900.0,AZN,2025,1.5 L,0,Sifarişlə,https://turbo.az/autos/10498282-changan-qiyuan-q07
BMW,530,49400.0,AZN,2017,2.0 L,154783,Bakı,https://turbo.az/autos/10186149-bmw-530
Chevrolet,Cruze,15500.0,AZN,2014,1.4 L,111000,Bakı,https://turbo.az/autos/10417391-chevrolet-cruze
Mercedes,E 320,18000.0,AZN,2005,3.2 L,452000,Bakı,https://turbo.az/autos/10475064-mercedes-e-320
Nissan,Juke,18000.0,AZN,2013,1.6 L,109660,Bakı,https://turbo.az/autos/10547696-nissan-juke
Mercedes,C 240,10900.0,AZN,2000,2.6 L,229000,Bakı,https://turbo.az/autos/10590514-mercedes-c-240
Mercedes,E 220 d,45800.0,AZN,2017,2.0 L,122000,Bakı,https://turbo.az/autos/10605673-mercedes-e-220-d
Opel,Astra,9900.0,AZN,2006,1.3 L,227664,Bakı,https://turbo.az/autos/10606392-opel-astra
Hyundai,Avante,10900.0,AZN,2008,1.6 L,341000,Bakı,https://turbo.az/autos/10607310-hyundai-avante
KYC,V5,32900.0,AZN,2026,1.5 L,0,Bakı,https://turbo.az/autos/10203420-kyc-v5
Hyundai,Santa Fe,36900.0,AZN,2018,2.0 L,185500,Bakı,https://turbo.az/autos/10631447-hyundai-santa-fe
Honda,Accord,37900.0,AZN,2022,2.0 L,44600,Bakı,https://turbo.az/autos/10354753-honda-accord
BMW,Z3,15500.0,AZN,1997,1.9 L,300000,Bakı,https://turbo.az/autos/10478547-bmw-z3
Mercedes,E 220,25000.0,AZN,2013,2.1 L,275000,Bakı,https://turbo.az/autos/10624849-mercedes-e-220
Changan,Oshan X5 Plus,25200.0,AZN,2025,1.5 L,0,Bakı,https://turbo.az/autos/10619701-changan-oshan-x5-plus
Changan,Uni-Z,35200.0,AZN,2025,1.5 L,0,Bakı,https://turbo.az/autos/10625597-changan-uni-z
Hyundai,ix35,20700.0,AZN,2011,2.0 L,183000,Ağsu,https://turbo.az/autos/10635933-hyundai-ix35
LADA,(VAZ) 2106,5700.0,AZN,2006,1.6 L,115000,Bakı,https://turbo.az/autos/10618567-lada-vaz-2106
Nissan,X-Trail,10300.0,AZN,2002,2.0 L,272542,Bakı,https://turbo.az/autos/10612158-nissan-x-trail
KamAz,55111,16500.0,AZN,1997,11 L,300000,Bakı,https://turbo.az/autos/10635931-kamaz-55111
Ford,Transit,28000.0,AZN,2011,2.4 L,217452,Bakı,https://turbo.az/autos/10621005-ford-transit
KYC,V5D EV,52900.0,AZN,2025,,0,Bakı,https://turbo.az/autos/10107808-kyc-v5d-ev
Kia,Forte,27600.0,AZN,2019,2.0 L,74000,Bakı,https://turbo.az/autos/10424808-kia-forte
Ford,Fusion (North America),10990.0,AZN,2020,1.5 L,82000,Bakı,https://turbo.az/autos/10613271-ford-fusion-north-america
Kia,Sportage,33800.0,AZN,2020,2.0 L,55560,Bakı,https://turbo.az/autos/10516783-kia-sportage
Hyundai,Elantra,38500.0,AZN,2026,1.6 L,4200,Bakı,https://turbo.az/autos/10621800-hyundai-elantra
Hyundai,Kona,43200.0,AZN,2023,1.6 L,14000,Bakı,https://turbo.az/autos/10550326-hyundai-kona
Kia,Ceed SW,11600.0,AZN,2008,1.6 L,253000,Bakı,https://turbo.az/autos/10612442-kia-ceed-sw
Haval,H6,35000.0,AZN,2022,1.5 L,12400,Bakı,https://turbo.az/autos/10630773-haval-h6
Haval,Jolion Pro,39900.0,AZN,2025,1.5 L,0,Bakı,https://turbo.az/autos/9357107-haval-jolion-pro
Hyundai,Sonata,39000.0,AZN,2019,2.0 L,135000,Bakı,https://turbo.az/autos/9727789-hyundai-sonata
Haval,M6,34900.0,AZN,2026,1.5 L,0,Bakı,https://turbo.az/autos/10474861-haval-m6
Haval,H6,48900.0,AZN,2026,1.5 L,0,Bakı,https://turbo.az/autos/9835527-haval-h6
Chevrolet,Cobalt,17500.0,AZN,2026,1.5 L,0,Bakı,https://turbo.az/autos/8925650-chevrolet-cobalt
ZEEKR,9X,159630.0,AZN,2026,2.0 L,0,Bakı,https://turbo.az/autos/10051802-zeekr-9x
Voyah,Free,74500.0,AZN,2026,1.5 L,0,Bakı,https://turbo.az/autos/10115235-voyah-free
Mercedes,G 63 AMG,125800.0,AZN,2015,5.5 L,93000,Bakı,https://turbo.az/autos/10598845-mercedes-g-63-amg
Hyundai,ix35,20900.0,AZN,2012,2.0 L,182000,Bakı,https://turbo.az/autos/10125609-hyundai-ix35
Baic,X3,19000.0,AZN,2020,1.5 L,64100,Bakı,https://turbo.az/autos/10271401-baic-x3
Mercedes,Sprinter 315,29500.0,AZN,2010,2.2 L,187320,Bakı,https://turbo.az/autos/10400880-mercedes-sprinter-315
Kia,EV6,41000.0,AZN,2024,,65000,Bakı,https://turbo.az/autos/10472122-kia-ev6
Ford,Ecosport,18900.0,AZN,2019,1.0 L,43900,Bakı,https://turbo.az/autos/10595743-ford-ecosport
Hyundai,Elantra,17300.0,AZN,2014,1.8 L,186515,Bakı,https://turbo.az/autos/10601203-hyundai-elantra
Chevrolet,Equinox,19800.0,AZN,2019,1.5 L,169000,Şəmkir,https://turbo.az/autos/10607413-chevrolet-equinox
Honda,Accord,16900.0,AZN,2011,2.4 L,224000,Sumqayıt,https://turbo.az/autos/10625213-honda-accord
Changan,Qiyuan Q07,36800.0,AZN,2025,1.5 L,0,Bakı,https://turbo.az/autos/10552830-changan-qiyuan-q07
BMW,750e,266900.0,AZN,2024,3.0 L,14100,Bakı,https://turbo.az/autos/10293270-bmw-750e
Haval,H6,50900.0,AZN,2025,2.0 L,0,Bakı,https://turbo.az/autos/10068028-haval-h6
Kia,K7,37500.0,AZN,2019,2.2 L,146000,Bakı,https://turbo.az/autos/10562090-kia-k7
BMW,X5,256000.0,AZN,2026,3.0 L,0,Sifarişlə,https://turbo.az/autos/10568193-bmw-x5
LADA,(VAZ) 2110,2400.0,AZN,1999,1.5 L,203574,Sumqayıt,https://turbo.az/autos/10626695-lada-vaz-2110
BMW,M4,295000.0,AZN,2026,3.0 L,0,Bakı,https://turbo.az/autos/10547804-bmw-m4
Mitsubishi,Pajero io,6900.0,AZN,1999,1.8 L,222000,Sumqayıt,https://turbo.az/autos/10624347-mitsubishi-pajero-io
Nissan,X-Trail,10900.0,AZN,2001,2.0 L,330000,Bakı,https://turbo.az/autos/10632632-nissan-x-trail
Suzuki,Swift,35900.0,AZN,2024,1.2 L,0,Bakı,https://turbo.az/autos/9072179-suzuki-swift
LADA,(VAZ) 2107,3700.0,AZN,2000,1.5 L,268000,Xaçmaz,https://turbo.az/autos/10635930-lada-vaz-2107
Mitsubishi,L200,61500.0,AZN,2024,2.4 L,77032,Bakı,https://turbo.az/autos/10615821-mitsubishi-l200
Hyundai,Santa Fe,33500.0,AZN,2017,2.0 L,167500,Bakı,https://turbo.az/autos/10610424-hyundai-santa-fe
Opel,Astra,11500.0,AZN,2007,1.4 L,168600,Zaqatala,https://turbo.az/autos/10622022-opel-astra
Haval,H6,48900.0,AZN,2026,1.5 L,0,Bakı,https://turbo.az/autos/9855988-haval-h6
Toyota,Land Cruiser Prado,22000.0,AZN,2006,2.7 L,370000,Bakı,https://turbo.az/autos/10629746-toyota-land-cruiser-prado
Haval,H5,58900.0,AZN,2026,2.0 L,0,Bakı,https://turbo.az/autos/10474080-haval-h5
Volkswagen,Passat CC,19800.0,AZN,2015,2.0 L,170000,Bakı,https://turbo.az/autos/10583723-volkswagen-passat-cc
Nissan,Murano,8300.0,AZN,2003,3.5 L,254356,Bakı,https://turbo.az/autos/10635929-nissan-murano
LADA,(VAZ) 2115,6300.0,AZN,2007,1.6 L,218508,Bakı,https://turbo.az/autos/10635458-lada-vaz-2115
DAF,105 XF,27000.0,AZN,2011,13 L,860000,Bakı,https://turbo.az/autos/10492711-daf-105-xf
Changan,CS 55 Plus,35300.0,AZN,2026,1.5 L,0,Bakı,https://turbo.az/autos/10603611-changan-cs-55-plus
Li,Auto L7,74800.0,AZN,2024,1.5 L,20000,Bakı,https://turbo.az/autos/10625265-li-auto-l7
Hyundai,Sonata,36500.0,AZN,2020,1.6 L,55000,Bakı,https://turbo.az/autos/10628726-hyundai-sonata
Changan,Qiyuan Q07,42800.0,AZN,2025,1.5 L,0,Bakı,https://turbo.az/autos/10026833-changan-qiyuan-q07
Changan,Qiyuan Q07,47900.0,AZN,2025,1.5 L,0,Xırdalan,https://turbo.az/autos/10194751-changan-qiyuan-q07
Volkswagen,Transporter,38777.0,AZN,2018,2.0 L,52800,Bakı,https://turbo.az/autos/10255786-volkswagen-transporter
Mercedes,CLE 53 AMG 4MATIC+,241573.0,AZN,2026,3.0 L,0,Bakı,https://turbo.az/autos/10355333-mercedes-cle-53-amg-4matic
GAZ,GAZel (33021),8000.0,AZN,1996,2.4 L,220000,Sabirabad,https://turbo.az/autos/10547219-gaz-gazel-33021
BENDA,LFC 700 Pro,19000.0,AZN,2026,,2500,Bakı,https://turbo.az/autos/10560537-benda-lfc-700-pro
Kia,Sorento,38000.0,AZN,2018,2.0 L,183950,Bakı,https://turbo.az/autos/10605895-kia-sorento
Suzuki,Grand Vitara,12900.0,AZN,2008,2.4 L,485000,Bakı,https://turbo.az/autos/10612424-suzuki-grand-vitara
Volkswagen,Bora,6400.0,AZN,2003,2.0 L,352978,Sumqayıt,https://turbo.az/autos/10628992-volkswagen-bora
LADA,(VAZ) Priora,12400.0,AZN,2015,1.6 L,175000,Bakı,https://turbo.az/autos/10630641-lada-vaz-priora
Chevrolet,Cruze,12000.0,AZN,2013,1.4 L,300000,Bakı,https://turbo.az/autos/10631116-chevrolet-cruze
Land,Rover Range Rover,121890.0,AZN,2019,5.0 L,101000,Bakı,https://turbo.az/autos/10635238-land-rover-range-rover
Hyundai,Tucson,12700.0,AZN,2006,2.0 L,325000,Bakı,https://turbo.az/autos/10635928-hyundai-tucson
Volkswagen,Passat,35000.0,AZN,2020,1.4 L,71000,Bakı,https://turbo.az/autos/10379728-volkswagen-passat
Kia,K5,37500.0,AZN,2022,1.6 L,73000,Bakı,https://turbo.az/autos/10628748-kia-k5
Changan,Oshan X5 Plus,25000.0,AZN,2025,1.5 L,0,Bakı,https://turbo.az/autos/10611027-changan-oshan-x5-plus
Mercedes,E 270,12000.0,AZN,2002,2.7 L,285000,Tovuz,https://turbo.az/autos/10596106-mercedes-e-270
Changan,Qiyuan Q07,41999.0,AZN,2025,1.5 L,0,Bakı,https://turbo.az/autos/10622210-changan-qiyuan-q07
Porsche,Cayenne Diesel,72000.0,AZN,2017,3.0 L,210000,Bakı,https://turbo.az/autos/10537357-porsche-cayenne-diesel
BMW,525,12700.0,AZN,2003,2.5 L,314572,Bakı,https://turbo.az/autos/10433630-bmw-525
Hyundai,Accent,10900.0,AZN,2008,1.4 L,355687,Bakı,https://turbo.az/autos/10599665-hyundai-accent
Shining,Golf Cart Style XXK,19000.0,AZN,2026,,0,Bakı,https://turbo.az/autos/10577360-shining-golf-cart-style-xxk
Mercedes,C 180,8900.0,AZN,1997,1.8 L,256458,Qazax,https://turbo.az/autos/10635922-mercedes-c-180
Changan,Oshan X5 Plus,27500.0,AZN,2026,1.5 L,0,Bakı,https://turbo.az/autos/10316202-changan-oshan-x5-plus
Nissan,Micra,12300.0,AZN,2013,1.2 L,50000,Bakı,https://turbo.az/autos/10596526-nissan-micra
GAC,S7,69500.0,AZN,2026,1.5 L,0,Bakı,https://turbo.az/autos/10442485-gac-s7
Mercedes,CLS 500,17800.0,AZN,2004,5.0 L,306006,Bakı,https://turbo.az/autos/10526916-mercedes-cls-500
Chevrolet,Equinox,21800.0,AZN,2020,1.5 L,172600,Gəncə,https://turbo.az/autos/10592375-chevrolet-equinox
Toyota,Camry,15500.0,AZN,2008,2.4 L,330000,Bakı,https://turbo.az/autos/10633950-toyota-camry
Ford,Explorer,23900.0,AZN,2012,3.5 L,175000,Bakı,https://turbo.az/autos/10497759-ford-explorer
Mercedes,S 350 d,70000.0,AZN,2017,2.9 L,160000,Bakı,https://turbo.az/autos/10622025-mercedes-s-350-d
Mercedes,E 270,13800.0,AZN,2003,2.7 L,325408,Xırdalan,https://turbo.az/autos/10631997-mercedes-e-270
Nissan,Qashqai,15800.0,AZN,2013,2.0 L,243413,Sumqayıt,https://turbo.az/autos/10598272-nissan-qashqai
Nissan,Qashqai,18400.0,AZN,2013,2.0 L,140000,Quba,https://turbo.az/autos/10635924-nissan-qashqai
Tesla,Model Y,35700.0,AZN,2023,,34200,Bakı,https://turbo.az/autos/10245771-tesla-model-y
Land,Rover RR Sport,51900.0,AZN,2016,3.0 L,66000,Bakı,https://turbo.az/autos/10525580-land-rover-rr-sport
JAC,JS2,19500.0,AZN,2026,1.5 L,0,Bakı,https://turbo.az/autos/9278298-jac-js2
Mazda,CX-30,58700.0,AZN,2026,2.0 L,0,Bakı,https://turbo.az/autos/10490167-mazda-cx-30
Land,Rover Range Rover,33830.0,AZN,2010,5.0 L,156000,Bakı,https://turbo.az/autos/10497380-land-rover-range-rover
BYD,Yuan Plus,44800.0,AZN,2025,,0,Bakı,https://turbo.az/autos/10620572-byd-yuan-plus
Honda,Accord,42900.0,AZN,2024,2.0 L,18000,Bakı,https://turbo.az/autos/9692035-honda-accord
Honda,Insight,26900.0,AZN,2021,1.5 L,151000,Bakı,https://turbo.az/autos/10241404-honda-insight
Lexus,GX 460,56000.0,AZN,2011,4.6 L,73000,Bakı,https://turbo.az/autos/10348221-lexus-gx-460
BMW,550,42900.0,AZN,2013,4.4 L,95000,Bakı,https://turbo.az/autos/10425024-bmw-550
Volkswagen,Touareg,26500.0,AZN,2011,3.6 L,239000,Bakı,https://turbo.az/autos/10495505-volkswagen-touareg
Ford,Fusion (North America),14900.0,AZN,2015,1.5 L,194000,Masallı,https://turbo.az/autos/10579611-ford-fusion-north-america
Land,Rover Range Rover,76500.0,AZN,2019,3.0 L,181856,Bakı,https://turbo.az/autos/10627443-land-rover-range-rover
Chevrolet,Equinox,21900.0,AZN,2019,1.5 L,83000,Bakı,https://turbo.az/autos/10628955-chevrolet-equinox
Geely,Galaxy Starship 7,36000.0,AZN,2025,1.5 L,2700,Bakı,https://turbo.az/autos/10635923-geely-galaxy-starship-7
Toyota,Prius,16200.0,AZN,2012,1.8 L,295000,Bakı,https://turbo.az/autos/10634685-toyota-prius
Porsche,Panamera 4 E-Hybrid,136000.0,AZN,2020,2.9 L,39000,Bakı,https://turbo.az/autos/10550000-porsche-panamera-4-e-hybrid
Kia,Sorento,49900.0,AZN,2021,1.6 L,93000,Bakı,https://turbo.az/autos/10601295-kia-sorento
Changan,Oshan X5 Plus,26100.0,AZN,2026,1.5 L,0,Bakı,https://turbo.az/autos/10496532-changan-oshan-x5-plus
Hyundai,Tucson,32400.0,AZN,2019,2.0 L,39023,Bakı,https://turbo.az/autos/10245713-hyundai-tucson
Mitsubishi,L200,26200.0,AZN,2015,2.4 L,197200,Bakı,https://turbo.az/autos/10635877-mitsubishi-l200
Chevrolet,Malibu,19800.0,AZN,2019,1.5 L,109000,Bakı,https://turbo.az/autos/10635918-chevrolet-malibu
LADA,(VAZ) Niva,19500.0,AZN,2025,1.7 L,5500,Bakı,https://turbo.az/autos/10603608-lada-vaz-niva
Toyota,Vitz,9900.0,AZN,2012,1.3 L,170000,Bakı,https://turbo.az/autos/9532884-toyota-vitz
Hyundai,Santa Fe,24800.0,AZN,2012,2.0 L,199000,Bakı,https://turbo.az/autos/10611581-hyundai-santa-fe
Kia,Sorento,22800.0,AZN,2010,2.2 L,228000,Bakı,https://turbo.az/autos/10560200-kia-sorento
Kia,Sportage,26800.0,AZN,2015,2.0 L,188000,Bakı,https://turbo.az/autos/10536965-kia-sportage
Volkswagen,Atlas,29800.0,AZN,2020,2.0 L,140000,Bakı,https://turbo.az/autos/10341503-volkswagen-atlas
Jeep,Wrangler,65450.0,AZN,2020,2.0 L,40000,Bakı,https://turbo.az/autos/10116995-jeep-wrangler
Toyota,Land Cruiser,52360.0,AZN,2012,4.0 L,189000,Bakı,https://turbo.az/autos/9881804-toyota-land-cruiser
Maserati,Ghibli,43800.0,AZN,2015,3.0 L,70000,Bakı,https://turbo.az/autos/10339938-maserati-ghibli
Mercedes,CLA 250,55760.0,AZN,2022,2.0 L,44000,Bakı,https://turbo.az/autos/9402144-mercedes-cla-250
Chevrolet,Camaro,31960.0,AZN,2017,2.0 L,60000,Bakı,https://turbo.az/autos/9471345-chevrolet-camaro
Chevrolet,Captiva,26500.0,AZN,2019,3.0 L,150000,Bakı,https://turbo.az/autos/9169989-chevrolet-captiva
Kia,Sportage,32700.0,AZN,2017,2.0 L,130000,Bakı,https://turbo.az/autos/9224929-kia-sportage
Mercedes,E 240,21800.0,AZN,2001,2.4 L,220000,Bakı,https://turbo.az/autos/9045111-mercedes-e-240
Toyota,Sienta,21900.0,AZN,2017,1.5 L,127000,Bakı,https://turbo.az/autos/10399535-toyota-sienta
