make,model,price_value,price_currency,year,engine,mileage_km,city,url
Chevrolet,Malibu,18900.0,AZN,2017,1.5 L,144000,Bakı,https://turbo.az/autos/10299740-chevrolet-malibu
ZIL,130,9500.0,AZN,1991,8.5 L,154222,Biləsuvar,https://turbo.az/autos/10633023-zil-130
Mercedes,G 65 AMG,34000.0,AZN,2013,6.0 L,155000,Bakı,https://turbo.az/autos/10595129-mercedes-g-65-amg
Toyota,Land Cruiser Prado,35900.0,AZN,2012,2.7 L,167000,Bakı,https://turbo.az/autos/10621081-toyota-land-cruiser-prado
Mercedes,GLE 350 4MATIC,93500.0,AZN,2021,2.0 L,62000,Bakı,https://turbo.az/autos/10549187-mercedes-gle-350-4matic
Changan,Oshan X5 Plus,25300.0,AZN,2026,1.5 L,0,Bakı,https://turbo.az/autos/10625729-changan-oshan-x5-plus
Ford,Transit,18500.0,AZN,2014,2.2 L,500000,Cəlilabad,https://turbo.az/autos/10598098-ford-transit
Chevrolet,Cruze,12500.0,AZN,2015,1.4 L,221000,Bakı,https://turbo.az/autos/10619881-chevrolet-cruze
Toyota,Prius,9800.0,AZN,2006,1.5 L,411000,Şirvan,https://turbo.az/autos/10636048-toyota-prius
Kia,Optima,25000.0,AZN,2017,2.0 L,205996,Sumqayıt,https://turbo.az/autos/10636046-kia-optima
Mercedes,E 220,9700.0,AZN,2001,2.2 L,836000,Bakı,https://turbo.az/autos/10582526-mercedes-e-220
Toyota,Prius,11000.0,AZN,2008,1.5 L,402000,Bakı,https://turbo.az/autos/10635848-toyota-prius
Mercedes,Sprinter 316,69700.0,AZN,2019,2.2 L,500000,Bakı,https://turbo.az/autos/10625295-mercedes-sprinter-316
UAZ,Profi,36500.0,AZN,2025,2.7 L,0,Bakı,https://turbo.az/autos/8224775-uaz-profi
Hyundai,Accent,16800.0,AZN,2017,1.6 L,312922,Bakı,https://turbo.az/autos/10636040-hyundai-accent
Ford,Edge,16000.0,AZN,2013,3.5 L,42596,Mingəçevir,https://turbo.az/autos/9843467-ford-edge
BMW,i5,130000.0,AZN,2024,,0,Bakı,https://turbo.az/autos/9398301-bmw-i5
Mitsubishi,Eclipse Cross,47500.0,AZN,2025,2.0 L,0,Bakı,https://turbo.az/autos/9779023-mitsubishi-eclipse-cross
Bentley,Bentayga,663755.0,AZN,2025,4.0 L,0,Bakı,https://turbo.az/autos/9841231-bentley-bentayga
Changan,CS 75,33800.0,AZN,2026,1.5 L,0,Sifarişlə,https://turbo.az/autos/10181166-changan-cs-75
Ford,Fusion (North America),14900.0,AZN,2014,1.5 L,313822,Bakı,https://turbo.az/autos/10506061-ford-fusion-north-america
Chevrolet,Trax,16000.0,AZN,2018,1.4 L,150000,Bakı,https://turbo.az/autos/10347950-chevrolet-trax
Hyundai,Aerotown,35500.0,AZN,2010,12 L,290000,Bakı,https://turbo.az/autos/10504123-hyundai-aerotown
Tesla,Model 3,46500.0,AZN,2024,,22222,Bakı,https://turbo.az/autos/10543388-tesla-model-3
BMW,X5,45000.0,AZN,2018,3.0 L,240000,Bakı,https://turbo.az/autos/10559593-bmw-x5
BENDA,LFC 700 Pro,19000.0,AZN,2026,,2500,Bakı,https://turbo.az/autos/10560537-benda-lfc-700-pro
Ford,Mustang,35500.0,AZN,2017,2.3 L,120000,Bakı,https://turbo.az/autos/10628762-ford-mustang
Mercedes,E 320,11900.0,AZN,2000,3.2 L,365000,Bakı,https://turbo.az/autos/10629575-mercedes-e-320
Toyota,Prius,10500.0,AZN,2006,1.5 L,482803,Sumqayıt,https://turbo.az/autos/10633458-toyota-prius
Chevrolet,Malibu,19000.0,AZN,2018,1.5 L,160000,Bakı,https://turbo.az/autos/8908290-chevrolet-malibu
Mazda,EZ-60,60900.0,AZN,2026,1.5 L,0,Bakı,https://turbo.az/autos/10534531-mazda-ez-60
BMW,X3,167300.0,AZN,2025,2.0 L,0,Bakı,https://turbo.az/autos/10310123-bmw-x3
BMW,X3,153000.0,AZN,2025,2.0 L,0,Bakı,https://turbo.az/autos/9669858-bmw-x3
Changan,Uni-Z,35200.0,AZN,2025,1.5 L,0,Bakı,https://turbo.az/autos/10625724-changan-uni-z
Hyundai,Elantra,24600.0,AZN,2019,2.0 L,56562,Bakı,https://turbo.az/autos/10634525-hyundai-elantra
LADA,(VAZ) 2107,6200.0,AZN,2010,1.6 L,75600,Bakı,https://turbo.az/autos/10627411-lada-vaz-2107
Changan,Qiyuan Q05,30800.0,AZN,2025,1.5 L,6000,Bakı,https://turbo.az/autos/10636037-changan-qiyuan-q05
Changan,Benni,7800.0,AZN,2014,1.0 L,66500,Bakı,https://turbo.az/autos/10636038-changan-benni
Hyundai,i30,15900.0,AZN,2012,1.6 L,226000,Bakı,https://turbo.az/autos/10627665-hyundai-i30
Mercedes,Axor 1840,42500.0,AZN,2011,12 L,910000,Cəbrayıl,https://turbo.az/autos/10597793-mercedes-axor-1840
Hyundai,i30,11900.0,AZN,2007,1.6 L,215037,Bakı,https://turbo.az/autos/10624732-hyundai-i30
Ford,Transit,24900.0,AZN,2009,2.4 L,243406,Bakı,https://turbo.az/autos/10633364-ford-transit
Opel,Vectra,4500.0,AZN,1996,1.8 L,357000,Bakı,https://turbo.az/autos/10636028-opel-vectra
GAZ,GAZel (33021),8000.0,AZN,1996,2.4 L,220000,Sabirabad,https://turbo.az/autos/10547219-gaz-gazel-33021
Suzuki,GSX 1300 R Hayabusa,46600.0,AZN,2026,,0,Sifarişlə,https://turbo.az/autos/10447795-suzuki-gsx-1300-r-hayabusa
Changan,Deepal S07,41200.0,AZN,2025,1.5 L,0,Bakı,https://turbo.az/autos/10158401-changan-deepal-s07
Changan,CS 55 Plus,32000.0,AZN,2025,1.5 L,0,Bakı,https://turbo.az/autos/10588634-changan-cs-55-plus
BMW,X6,27500.0,AZN,2010,4.4 L,189000,Bakı,https://turbo.az/autos/10585925-bmw-x6
Daewoo,Gentra,6400.0,AZN,2013,1.5 L,260000,Bakı,https://turbo.az/autos/10615521-daewoo-gentra
Hyundai,Santa Fe,30500.0,AZN,2013,2.0 L,180000,Yevlax,https://turbo.az/autos/10636035-hyundai-santa-fe
Audi,A5,17900.0,AZN,2013,2.0 L,227000,Bakı,https://turbo.az/autos/10628092-audi-a5
KamAz,65115,43000.0,AZN,2008,11 L,259586,Bakı,https://turbo.az/autos/10147319-kamaz-65115
Changan,Qiyuan Q07,43200.0,AZN,2025,1.5 L,0,Bakı,https://turbo.az/autos/10588616-changan-qiyuan-q07
Mazda,3,49200.0,AZN,2026,2.0 L,0,Sifarişlə,https://turbo.az/autos/10054577-mazda-3
Hyundai,Elantra,22800.0,AZN,2016,2.0 L,108000,Bakı,https://turbo.az/autos/10591033-hyundai-elantra
Mazda,CX-90,75900.0,AZN,2023,3.3 L,42000,Bakı,https://turbo.az/autos/10606698-mazda-cx-90
Changan,Deepal S07,39900.0,AZN,2025,1.5 L,0,Bakı,https://turbo.az/autos/10608635-changan-deepal-s07
Toyota,Highlander,82000.0,AZN,2023,2.5 L,34400,Sumqayıt,https://turbo.az/autos/10342048-toyota-highlander
BMW,525,5300.0,AZN,1997,2.5 L,333300,Bakı,https://turbo.az/autos/10360971-bmw-525
Toyota,Highlander,83000.0,AZN,2023,2.5 L,22500,Bakı,https://turbo.az/autos/10564435-toyota-highlander
Mercedes,GLE 350 4MATIC,92000.0,AZN,2021,2.0 L,63000,Bakı,https://turbo.az/autos/10570066-mercedes-gle-350-4matic
Mercedes,E 200,18500.0,AZN,1994,2.0 L,156600,Bakı,https://turbo.az/autos/10577381-mercedes-e-200
Toyota,Prius,19500.0,AZN,2019,1.8 L,103000,Xaçmaz,https://turbo.az/autos/10585562-toyota-prius
Hyundai,Elantra,16700.0,AZN,2014,1.8 L,273588,Bakı,https://turbo.az/autos/10589325-hyundai-elantra
Hyundai,Santa Fe,43500.0,AZN,2019,2.0 L,99000,Bakı,https://turbo.az/autos/10591786-hyundai-santa-fe
Toyota,Land Cruiser Prado,44900.0,AZN,2013,2.7 L,138000,Bakı,https://turbo.az/autos/10589140-toyota-land-cruiser-prado
Kia,K5,24000.0,AZN,2016,2.0 L,113000,Bakı,https://turbo.az/autos/9671256-kia-k5
Hyundai,Terracan,11000.0,AZN,2003,2.9 L,448532,Bakı,https://turbo.az/autos/10484115-hyundai-terracan
Kia,Sportage,47700.0,AZN,2023,1.6 L,53009,Bakı,https://turbo.az/autos/10621116-kia-sportage
Changan,Qiyuan Q07,42400.0,AZN,2025,1.5 L,0,Bakı,https://turbo.az/autos/10445563-changan-qiyuan-q07
Changan,Oshan X5 Plus,27100.0,AZN,2026,1.5 L,0,Bakı,https://turbo.az/autos/10601338-changan-oshan-x5-plus
Toyota,Land Cruiser Prado,35900.0,AZN,2010,2.7 L,170000,Bakı,https://turbo.az/autos/10619738-toyota-land-cruiser-prado
Changan,Qiyuan Q07,47000.0,AZN,2025,1.5 L,0,Bakı,https://turbo.az/autos/10469137-changan-qiyuan-q07
Dodge,Durango,22000.0,AZN,2012,3.6 L,257000,Bakı,https://turbo.az/autos/10543698-dodge-durango
BENDA,Napoleonbob 250,7500.0,AZN,2024,,1500,Bakı,https://turbo.az/autos/10636034-benda-napoleonbob-250
Toyota,Land Cruiser,57900.0,AZN,2013,4.0 L,156166,Sumqayıt,https://turbo.az/autos/10486065-toyota-land-cruiser
Changan,Uni-Z,33300.0,AZN,2025,1.5 L,0,Bakı,https://turbo.az/autos/10475182-changan-uni-z
Jaguar,F-Type,57800.0,AZN,2018,2.0 L,78000,Bakı,https://turbo.az/autos/10454691-jaguar-f-type
Kia,K5,25900.0,AZN,2017,1.7 L,128000,Bakı,https://turbo.az/autos/10394419-kia-k5
Kia,Sorento,33800.0,AZN,2014,2.0 L,249000,Bakı,https://turbo.az/autos/10636024-kia-sorento
BYD,Seal 05,23900.0,AZN,2025,1.5 L,0,Sumqayıt,https://turbo.az/autos/10496585-byd-seal-05
Volkswagen,Polo,20600.0,AZN,2021,1.6 L,121000,Bakı,https://turbo.az/autos/10581320-volkswagen-polo
Mercedes,C 200,6900.0,AZN,1995,2.0 L,666000,Bakı,https://turbo.az/autos/10636031-mercedes-c-200
LADA,(VAZ) 2104,6800.0,AZN,2007,1.6 L,26000,Bakı,https://turbo.az/autos/10617475-lada-vaz-2104
Mercedes,E 240,8300.0,AZN,1998,2.4 L,325963,Bakı,https://turbo.az/autos/10633367-mercedes-e-240
Land,Rover RR Evoque,31900.0,AZN,2016,2.0 L,101000,Bakı,https://turbo.az/autos/10606333-land-rover-rr-evoque
Honda,Civic,12900.0,AZN,2008,1.3 L,180000,Bakı,https://turbo.az/autos/10498931-honda-civic
LADA,(VAZ) 2107,5200.0,AZN,2007,1.5 L,225178,Gəncə,https://turbo.az/autos/10636030-lada-vaz-2107
Ford,Transit,9500.0,AZN,1993,2.5 L,387548,Şəki,https://turbo.az/autos/10570868-ford-transit
CFMOTO,UFORCE 1000 XL,29000.0,AZN,2025,1.0 L,0,Bakı,https://turbo.az/autos/10262760-cfmoto-uforce-1000-xl
BMW,750e,236300.0,AZN,2023,3.0 L,35600,Bakı,https://turbo.az/autos/10542389-bmw-750e
Soueast,S05,28500.0,AZN,2026,1.5 L,0,Bakı,https://turbo.az/autos/10573170-soueast-s05
BYD,Leopard 7,76000.0,AZN,2026,1.5 L,0,Bakı,https://turbo.az/autos/10630831-byd-leopard-7
Hyundai,Tucson,32400.0,AZN,2019,2.0 L,39023,Bakı,https://turbo.az/autos/10245713-hyundai-tucson
Kia,Forte,27600.0,AZN,2019,2.0 L,74000,Bakı,https://turbo.az/autos/10424808-kia-forte
Hyundai,Grandeur,77000.0,AZN,2024,1.6 L,30000,Bakı,https://turbo.az/autos/10455446-hyundai-grandeur
Volkswagen,ID.6 Crozz,30000.0,AZN,2023,,80290,Bakı,https://turbo.az/autos/10527209-volkswagen-id-6-crozz
BMW,520 GT,24300.0,AZN,2015,2.0 L,266480,Bakı,https://turbo.az/autos/10570354-bmw-520-gt
Land,Rover Defender,161500.0,AZN,2023,3.0 L,65000,Bakı,https://turbo.az/autos/10593886-land-rover-defender
Mercedes,Sprinter 316,39666.0,AZN,2016,2.2 L,500000,Bakı,https://turbo.az/autos/10606454-mercedes-sprinter-316
Chevrolet,Cruze,11900.0,AZN,2012,1.4 L,268000,Bakı,https://turbo.az/autos/10630247-chevrolet-cruze
LADA,(VAZ) 2107,4850.0,AZN,2005,1.6 L,125000,Bakı,https://turbo.az/autos/10620807-lada-vaz-2107
Iran,Khodro Samand,2900.0,AZN,2007,1.8 L,50000,Neftçala,https://turbo.az/autos/10636029-iran-khodro-samand
Kia,KX1,34500.0,AZN,2026,1.4 L,0,Bakı,https://turbo.az/autos/10636032-kia-kx1
Mercedes,C 180,9800.0,AZN,1994,1.8 L,288000,Gəncə,https://turbo.az/autos/10635650-mercedes-c-180
Hyundai,Elantra,23000.0,AZN,2017,2.0 L,175000,Bakı,https://turbo.az/autos/10636016-hyundai-elantra
Hyundai,Sonata,20500.0,AZN,2011,2.4 L,190000,Bakı,https://turbo.az/autos/10562286-hyundai-sonata
iCar,V23,32700.0,AZN,2025,,9000,Sifarişlə,https://turbo.az/autos/10362652-icar-v23
Opel,Astra,11200.0,AZN,2007,1.3 L,384234,Sumqayıt,https://turbo.az/autos/10614263-opel-astra
BMW,528,24500.0,AZN,2014,2.0 L,246442,Bakı,https://turbo.az/autos/10474814-bmw-528
iCar,V23,32700.0,AZN,2025,,12000,Sifarişlə,https://turbo.az/autos/10362633-icar-v23
Kia,Cerato,19555.0,AZN,2014,1.6 L,177000,Bakı,https://turbo.az/autos/10630581-kia-cerato
Hyundai,Santa Fe,16700.0,AZN,2007,2.7 L,160000,Bakı,https://turbo.az/autos/10565947-hyundai-santa-fe
Changan,Qiyuan Q05,29800.0,AZN,2025,1.5 L,30800,Bakı,https://turbo.az/autos/10636009-changan-qiyuan-q05
Lexus,LX 570,99999.0,AZN,2016,5.7 L,182800,Bakı,https://turbo.az/autos/10357141-lexus-lx-570
Lifan,V16,5700.0,AZN,2023,,10128,Bakı,https://turbo.az/autos/10636027-lifan-v16
Kia,Sorento,27800.0,AZN,2016,2.0 L,171756,İsmayıllı,https://turbo.az/autos/10620891-kia-sorento
LADA,(VAZ) 2106,2500.0,AZN,1995,1.6 L,250000,Goranboy,https://turbo.az/autos/10636026-lada-vaz-2106
Mercedes,V 250,44444.0,AZN,2016,2.2 L,272700,Bakı,https://turbo.az/autos/8981394-mercedes-v-250
Lexus,LX 450d,99999.0,AZN,2016,4.5 L,262600,Bakı,https://turbo.az/autos/10631516-lexus-lx-450d
LADA,(VAZ) 2107,4400.0,AZN,2006,1.6 L,18900,Sabirabad,https://turbo.az/autos/10628595-lada-vaz-2107
Renault,Sandero Stepway,20500.0,AZN,2021,1.6 L,159500,Bakı,https://turbo.az/autos/10590557-renault-sandero-stepway
Mitsubishi,L200,17500.0,AZN,2010,2.5 L,620000,Bakı,https://turbo.az/autos/10461227-mitsubishi-l200
Hyundai,Elantra,20900.0,AZN,2014,1.8 L,222000,Bakı,https://turbo.az/autos/10607559-hyundai-elantra
Toyota,RAV4,82500.0,AZN,2026,2.5 L,0,Bakı,https://turbo.az/autos/10414139-toyota-rav4
Mercedes,EQS 450 4MATIC,181940.0,AZN,2024,,0,Bakı,https://turbo.az/autos/9098564-mercedes-eqs-450-4matic
DFSK,Fengon 380,26700.0,AZN,2025,1.5 L,0,Bakı,https://turbo.az/autos/9959359-dfsk-fengon-380
Changan,Qiyuan Q07,47500.0,AZN,2025,1.5 L,0,Bakı,https://turbo.az/autos/10549633-changan-qiyuan-q07
Changan,Oshan X5 Plus,27300.0,AZN,2026,1.5 L,0,Bakı,https://turbo.az/autos/10596860-changan-oshan-x5-plus
Hyundai,ix35,20900.0,AZN,2012,2.0 L,182000,Bakı,https://turbo.az/autos/10125609-hyundai-ix35
Opel,Astra,8300.0,AZN,1998,1.6 L,555000,Sumqayıt,https://turbo.az/autos/10372594-opel-astra
Kia,Sorento,21000.0,AZN,2013,2.4 L,218522,İmişli,https://turbo.az/autos/10532825-kia-sorento
Mercedes,E 350,18100.0,AZN,2007,3.5 L,263000,Bakı,https://turbo.az/autos/10533716-mercedes-e-350
Mercedes,E 220 d,43500.0,AZN,2017,2.0 L,200000,Bakı,https://turbo.az/autos/10594834-mercedes-e-220-d
Mercedes,C 180,5900.0,AZN,1995,1.8 L,150000,Bakı,https://turbo.az/autos/10629474-mercedes-c-180
BMW,535,18500.0,AZN,2012,3.0 L,214236,Bakı,https://turbo.az/autos/10630782-bmw-535
Chevrolet,Cruze,12400.0,AZN,2014,1.4 L,270000,Bakı,https://turbo.az/autos/10634044-chevrolet-cruze
Toyota,Highlander,118500.0,AZN,2025,2.5 L,0,Bakı,https://turbo.az/autos/10008837-toyota-highlander
Audi,Q8,177067.0,AZN,2025,3.0 L,0,Bakı,https://turbo.az/autos/10300867-audi-q8
Hyundai,Sonata,13300.0,AZN,2009,2.4 L,240000,Bakı,https://turbo.az/autos/10577920-hyundai-sonata
Mercedes,C 220,9800.0,AZN,2000,2.2 L,350468,Bakı,https://turbo.az/autos/10636022-mercedes-c-220
Ford,Fusion (North America),19400.0,AZN,2019,1.5 L,137000,Bakı,https://turbo.az/autos/10625819-ford-fusion-north-america
Audi,Q5 Sportback,138856.0,AZN,2026,2.0 L,0,Bakı,https://turbo.az/autos/10331752-audi-q5-sportback
BMW,X5,157250.0,AZN,2025,3.0 L,4000,Bakı,https://turbo.az/autos/10613757-bmw-x5
Mercedes,GLC 300 4MATIC Coupe,78250.0,AZN,2018,2.0 L,179000,Bakı,https://turbo.az/autos/10619053-mercedes-glc-300-4matic-coupe
Changan,CS 75 Plus,43500.0,AZN,2026,2.0 L,0,Bakı,https://turbo.az/autos/10625708-changan-cs-75-plus
Audi,A8,234382.0,AZN,2026,3.0 L,0,Bakı,https://turbo.az/autos/9457092-audi-a8
Ford,Edge,25600.0,AZN,2019,2.0 L,289682,Bakı,https://turbo.az/autos/10636015-ford-edge
Audi,Q5,136720.0,AZN,2026,2.0 L,0,Bakı,https://turbo.az/autos/10301061-audi-q5
Changan,Qiyuan Q07,46500.0,AZN,2025,1.5 L,0,Bakı,https://turbo.az/autos/9910797-changan-qiyuan-q07
Hyundai,Aerotown,35500.0,AZN,2010,12 L,290000,Bakı,https://turbo.az/autos/10504123-hyundai-aerotown
Toyota,Corolla Cross,38900.0,AZN,2025,2.0 L,0,Bakı,https://turbo.az/autos/9985914-toyota-corolla-cross
Toyota,Camry,71500.0,AZN,2025,2.5 L,0,Bakı,https://turbo.az/autos/10003636-toyota-camry
Kia,Forte,18500.0,AZN,2016,1.8 L,250000,Şəki,https://turbo.az/autos/10636020-kia-forte
BYD,Destroyer 05,24300.0,AZN,2025,1.5 L,55000,Bakı,https://turbo.az/autos/10634012-byd-destroyer-05
Changan,CS 75 Plus,35000.0,AZN,2026,1.5 L,0,Bakı,https://turbo.az/autos/10618656-changan-cs-75-plus
Chevrolet,Equinox,30500.0,AZN,2018,2.0 L,169000,Bakı,https://turbo.az/autos/10347446-chevrolet-equinox
Mercedes,C 240,11800.0,AZN,1999,2.4 L,364000,Bakı,https://turbo.az/autos/10636019-mercedes-c-240
Honda,Accord,14400.0,AZN,2011,2.4 L,386000,Bakı,https://turbo.az/autos/10089180-honda-accord
Kia,Soul,17800.0,AZN,2015,1.6 L,94000,Bakı,https://turbo.az/autos/10632911-kia-soul
Mercedes,GLE 350 4MATIC,90100.0,AZN,2020,2.0 L,84000,Bakı,https://turbo.az/autos/10613136-mercedes-gle-350-4matic
Changan,Uni-Z,35800.0,AZN,2025,1.5 L,0,Bakı,https://turbo.az/autos/10494383-changan-uni-z
BMW,i7 50 xDrive,244000.0,AZN,2026,,0,Sifarişlə,https://turbo.az/autos/10567775-bmw-i7-50-xdrive
BYD,Sea Lion 06,50800.0,AZN,2026,1.5 L,0,Bakı,https://turbo.az/autos/10572541-byd-sea-lion-06
Changan,CS 75 Pro,31500.0,AZN,2025,1.5 L,0,Bakı,https://turbo.az/autos/10630369-changan-cs-75-pro
Hyundai,Sonata,15600.0,AZN,2011,2.4 L,278000,Mingəçevir,https://turbo.az/autos/10423838-hyundai-sonata
Changan,Qiyuan Q07,45000.0,AZN,2025,1.5 L,0,Bakı,https://turbo.az/autos/10471226-changan-qiyuan-q07
Hyundai,Avante,21900.0,AZN,2017,1.6 L,222400,Bakı,https://turbo.az/autos/10509375-hyundai-avante
Mercedes,C 180,7800.0,AZN,1998,1.8 L,525000,Bakı,https://turbo.az/autos/10601208-mercedes-c-180
BMW,530e,41200.0,AZN,2017,2.0 L,126486,Bakı,https://turbo.az/autos/10608597-bmw-530e
LADA,(VAZ) 21099,3950.0,AZN,1999,1.5 L,209000,Sumqayıt,https://turbo.az/autos/10624575-lada-vaz-21099
BMW,528,21000.0,AZN,2011,2.0 L,199521,Bakı,https://turbo.az/autos/10627504-bmw-528
Ford,Fusion (North America),15700.0,AZN,2016,1.5 L,135000,Sumqayıt,https://turbo.az/autos/10630919-ford-fusion-north-america
LADA,(VAZ) 2107,3300.0,AZN,2002,1.6 L,356995,Mingəçevir,https://turbo.az/autos/10636018-lada-vaz-2107
Land,Rover Defender,135830.0,AZN,2020,3.0 L,110000,Bakı,https://turbo.az/autos/10615606-land-rover-defender
Chevrolet,Cruze,14200.0,AZN,2015,1.4 L,217902,Lənkəran,https://turbo.az/autos/10636017-chevrolet-cruze
Toyota,Corolla Cross,45500.0,AZN,2024,2.0 L,22300,Bakı,https://turbo.az/autos/10596795-toyota-corolla-cross
Kia,Soul,23900.0,AZN,2016,1.6 L,95000,Bakı,https://turbo.az/autos/10596789-kia-soul
Hyundai,Tucson,28900.0,AZN,2018,2.0 L,77000,Bakı,https://turbo.az/autos/10590997-hyundai-tucson
Chevrolet,Trax,19800.0,AZN,2019,1.4 L,119000,Bakı,https://turbo.az/autos/10550320-chevrolet-trax
Changan,Qiyuan Q07,43800.0,AZN,2025,1.5 L,0,Bakı,https://turbo.az/autos/10497699-changan-qiyuan-q07
Toyota,Aqua,18800.0,AZN,2019,1.5 L,92000,Bakı,https://turbo.az/autos/10497613-toyota-aqua
Kia,Forte,25500.0,AZN,2019,2.0 L,51000,Bakı,https://turbo.az/autos/10496406-kia-forte
Toyota,RAV4,62800.0,AZN,2026,2.0 L,0,Bakı,https://turbo.az/autos/10494434-toyota-rav4
Toyota,RAV4,62300.0,AZN,2026,2.0 L,0,Bakı,https://turbo.az/autos/10494410-toyota-rav4
Mercedes,Viano,76500.0,AZN,2016,2.1 L,265000,Bakı,https://turbo.az/autos/10575077-mercedes-viano
Land,Rover Range Rover,41000.0,AZN,2012,5.0 L,195000,Bakı,https://turbo.az/autos/10531921-land-rover-range-rover
Mazda,CX-9,48000.0,AZN,2020,2.5 L,134900,Bakı,https://turbo.az/autos/10604029-mazda-cx-9
Changan,Uni-Z,34800.0,AZN,2025,1.5 L,0,Bakı,https://turbo.az/autos/10532591-changan-uni-z
Changan,Uni-Z,34300.0,AZN,2025,1.5 L,0,Bakı,https://turbo.az/autos/10568710-changan-uni-z
Changan,Uni-Z,37300.0,AZN,2025,1.5 L,0,Bakı,https://turbo.az/autos/10553187-changan-uni-z
Changan,Uni-Z,36300.0,AZN,2025,1.5 L,0,Bakı,https://turbo.az/autos/10494397-changan-uni-z
Changan,Uni-Z,35800.0,AZN,2025,1.5 L,0,Bakı,https://turbo.az/autos/10494383-changan-uni-z
Land,Rover RR Velar,76500.0,AZN,2021,2.0 L,110000,Bakı,https://turbo.az/autos/10613626-land-rover-rr-velar
Mercedes,E 200,14600.0,AZN,2005,1.8 L,206547,Masallı,https://turbo.az/autos/10628057-mercedes-e-200
Hyundai,Sonata,34800.0,AZN,2021,2.0 L,95000,Bakı,https://turbo.az/autos/10568037-hyundai-sonata
Kia,K5,34500.0,AZN,2020,1.6 L,101000,Bakı,https://turbo.az/autos/10591007-kia-k5
Isuzu,Novo E5,195000.0,AZN,2026,5.2 L,0,Bakı,https://turbo.az/autos/9179735-isuzu-novo-e5
Lynk,& Co 900,79500.0,AZN,2025,1.5 L,18000,Bakı,https://turbo.az/autos/10368903-lynk-co-900
Seres,Aito M7,80070.0,AZN,2025,1.5 L,0,Bakı,https://turbo.az/autos/10463076-seres-aito-m7
Toyota,RAV4,66500.0,AZN,2025,2.5 L,16500,Gəncə,https://turbo.az/autos/10618181-toyota-rav4
Kia,Sorento,25900.0,AZN,2012,2.0 L,173000,Bakı,https://turbo.az/autos/9503963-kia-sorento
Lexus,LX 570,46500.0,AZN,2009,5.7 L,184000,Bakı,https://turbo.az/autos/10351486-lexus-lx-570
Toyota,Land Cruiser Prado,41500.0,AZN,2012,2.7 L,190000,Şamaxı,https://turbo.az/autos/10416761-toyota-land-cruiser-prado
Hyundai,Accent,24999.0,AZN,2020,1.6 L,47047,Bakı,https://turbo.az/autos/10476492-hyundai-accent
Mercedes,Sprinter 313,26900.0,AZN,2007,2.2 L,213715,Bakı,https://turbo.az/autos/10623747-mercedes-sprinter-313
Chevrolet,Cruze,13000.0,AZN,2015,1.4 L,231013,Bakı,https://turbo.az/autos/10630545-chevrolet-cruze
BMW,X5,52500.0,AZN,2017,3.0 L,138000,Bakı,https://turbo.az/autos/10631204-bmw-x5
Nissan,Murano,8500.0,AZN,2003,3.5 L,254000,Bakı,https://turbo.az/autos/10634096-nissan-murano
Kia,Sportage,54800.0,AZN,2025,1.6 L,2600,Bakı,https://turbo.az/autos/10512521-kia-sportage
Jeep,Wrangler,69500.0,AZN,2023,2.0 L,46000,Bakı,https://turbo.az/autos/10496962-jeep-wrangler
Hyundai,Grandeur,67500.0,AZN,2025,1.6 L,2586,Bakı,https://turbo.az/autos/10586284-hyundai-grandeur
BMW,530,44444.0,AZN,2017,2.0 L,137500,Bakı,https://turbo.az/autos/10606067-bmw-530
Land,Rover Range Rover,87000.0,AZN,2018,3.0 L,100000,Bakı,https://turbo.az/autos/10627730-land-rover-range-rover
Mercedes,R 320,19900.0,AZN,2010,3.0 L,212500,Bakı,https://turbo.az/autos/8911119-mercedes-r-320
Changan,Oshan X5 Plus,27700.0,AZN,2026,1.5 L,0,Bakı,https://turbo.az/autos/10492977-changan-oshan-x5-plus
Changan,Oshan X5 Plus,28500.0,AZN,2026,1.5 L,0,Bakı,https://turbo.az/autos/10610415-changan-oshan-x5-plus
Changan,Oshan X5 Plus,28400.0,AZN,2026,1.5 L,0,Bakı,https://turbo.az/autos/10492835-changan-oshan-x5-plus
LADA,(VAZ) 2107,7500.0,AZN,2009,1.7 L,123000,Bakı,https://turbo.az/autos/10628063-lada-vaz-2107
Kia,Sorento,50700.0,AZN,2021,1.6 L,101300,Bakı,https://turbo.az/autos/10633395-kia-sorento
Kia,Sportage,26900.0,AZN,2016,1.7 L,145000,Bakı,https://turbo.az/autos/10615100-kia-sportage
Jeep,Wrangler,77777.0,AZN,2024,2.0 L,35700,Bakı,https://turbo.az/autos/10406891-jeep-wrangler
Land,Rover Range Rover,132600.0,AZN,2020,3.0 L,11000,Bakı,https://turbo.az/autos/10588466-land-rover-range-rover
Hyundai,Elantra,23200.0,AZN,2018,2.0 L,88000,Bakı,https://turbo.az/autos/10596802-hyundai-elantra
Hyundai,Elantra,22800.0,AZN,2016,2.0 L,108000,Bakı,https://turbo.az/autos/10591033-hyundai-elantra
Hyundai,Elantra,25300.0,AZN,2019,2.0 L,88000,Bakı,https://turbo.az/autos/10550701-hyundai-elantra
Hyundai,Elantra,23500.0,AZN,2017,2.0 L,76000,Bakı,https://turbo.az/autos/10537136-hyundai-elantra
Hyundai,Elantra,21800.0,AZN,2017,2.0 L,93000,Bakı,https://turbo.az/autos/10527027-hyundai-elantra
